candidate_id,rank,generator,generators,support_count,status,coarse_rank_score,shape_score_m,shape_occupancy_m,shape_outer_contour_m,shape_height_m,fitness,inlier_rmse,board_normal_angle_deg,board_plane_distance_m,object_trimmed_chamfer_m,object_overlap_at_15mm,matrix_file
s3_can_c5434cf6fd9d,1,geometry,geometry,2,canonical,0.003213506371429269,0.003213506371429047,0.0008151587378070335,0.00313342551514894,0.01204816779864668,,,0.0,2.220446049250313e-16,0.004836523174650015,0.8922222222222222,candidate_matrices/s3_can_c5434cf6fd9d.txt
s3_can_35d1dbd3d8c2,2,geometry,geometry,2,canonical,0.0032153002693387175,0.0032153002693387175,0.0007598368942609531,0.0031308403512929446,0.012273951631362641,,,0.0,0.0,0.0051286680079864,0.8813888888888889,candidate_matrices/s3_can_35d1dbd3d8c2.txt
s3_can_e31526f8513b,3,geometry,geometry,2,canonical,0.0032281504122126073,0.0032281504122121632,0.000758384798935135,0.0031472881081250482,0.012317072731160894,,,0.0,4.440892098500626e-16,0.004813920398449311,0.8936111111111111,candidate_matrices/s3_can_e31526f8513b.txt
s3_can_71cfb34c8d62,4,geometry,geometry,2,canonical,0.0032301500103865716,0.0032301500103865716,0.0007634324345686757,0.003182539287512469,0.012125520501556767,,,0.0,0.0,0.004830695705237472,0.8880555555555556,candidate_matrices/s3_can_71cfb34c8d62.txt
